,0
757,246.80939563671205
758,13.637911288348562
759,16.309824911867153
760,261.2305934376833
761,283.71935196669904
762,288.16317797467
763,259.6775821515262
764,2.3366800302450486
765,234.5915889151098
766,232.73981256940596
767,266.6221287242825
768,288.68539434500286
769,236.60211377123747
770,264.15526382058613
771,-235.7849614486976
772,206.40692510384434
773,280.4675521729604
774,279.6307132259309
775,275.75984479169165
776,269.7260138652939
777,284.3933693454896
778,295.17970387980563
779,252.5636923831682
780,276.5279641293936
781,270.4112419491782
782,294.0336322703656
783,250.97250626277034
784,15.168433708586619
785,262.72539148927507
786,271.0454752363991
787,258.0584258339159
788,278.87953659299825
789,294.06679225517223
790,223.07784367512824
791,260.62834938161166
792,255.99774763591313
793,273.57499598903615
794,290.5338471077898
795,182.42390265255364
796,263.7606399631221
797,261.1073074242177
798,271.3994525721308
799,249.00883187680137
800,263.6181042788503
801,270.1766893015888
802,299.0928199002545
803,281.18203373290845
804,281.7347480099926
805,253.03960950139094
806,278.0246749491471
807,259.6540704532664
808,287.6205842323921
809,272.977174019932
810,287.17831846370837
811,244.63900843218448
812,297.9070912289786
813,261.3672595425512
814,243.8487926471739
815,277.02391626967915
816,276.86399991160835
817,268.01369529440154
818,304.4343702707435
819,299.38114401519914
820,318.2496609760132
821,285.43123842739766
822,303.88505152015057
823,294.2906539080223
824,299.1021315775558
825,300.8703670766199
826,272.61176484334055
827,253.5857621722052
828,280.82546662720995
829,267.11103840750593
830,270.5557224583315
831,264.97766563385443
832,262.18130284447807
833,264.3256557795842
834,275.3648701230554
835,265.16770026537654
836,-26.75445479949086
837,265.3439619753941
838,258.3675240796131
839,244.73321169925353
840,271.62902167214713
841,289.9079677893883
842,272.1886958310333
843,244.0367709606915
844,277.10682729452265
845,293.0994112685987
846,273.6940988688799
847,302.06482041326177
848,263.6256871678942
849,277.13218445385826
850,284.3037402966178
851,263.16763234630787
852,300.3443642985128
853,246.79388725033755
854,286.6971316217012
855,259.5291434885946
856,286.83039794719946
857,294.21003185687994
858,277.6311521606816
859,293.20679851556633
860,281.98572303386396
861,277.31879772003356
862,263.8912281033713
863,293.85419513032616
864,308.42994449512855
865,284.3294112276228
866,261.0858928924446
867,268.9487792520629
868,261.88676396569497
869,245.09321147082585
870,303.16006913874526
871,242.8191791169758
872,290.2154567215828
